Carimbo de data/hora,Nome do Artigo,Autores do Artigo,Nome da Ferramenta,Objetivo da Ferramenta,Fase de Aprovação,Repositório,Plataformas suportadas,Quais tipos de ferramentas  são propostos no artigo para apoiar a Engenharia de Software ao longo do ciclo de vida de sistemas quânticos?,Qual é a fase do ciclo de vida apoiada?,"Que tipo de evidência empírica é apresentada no artigo para sustentar as ferramentas, técnicas ou abordagens discutidas em Engenharia de Software Quântica?","Quais limitações, desafios e lacunas das ferramentas e abordagens discutidas no artigo são identificadas pelos autores no contexto da Engenharia de Software Quântica?",Artigo origem,Outros artigos relacionados a pesquisa,Rótulo de Fase do ciclo de vida,Rótulo de evidência empírica,Rótulo de limitação,Observações,,
28/06/2026 11:26:56,Enhancing LLM-based Quantum Code Generation with Multi-Agent Optimization and Quantum Error Correction,"Charlie Campbell, Hao (Mark) Chen, Wayne Luk e Hongxiang Fan",,"Explorar a geração de código quântico precisa e tolerante a falhas através de um framework que integra otimização iterativa em tempo de inferência e correção automática de erros quânticos (QEC), mitigando a escassez de dados de treinamento de alta qualidade .",Etapa 2,,O framework gera código para a linguagem Qiskit,"O artigo propõe um framework de desenvolvimento assistido que combina:

Code Generation Agent: Baseado no modelo StarCoder, realiza a geração inicial de código quântico a partir de requisitos em linguagem natural.

Semantic Analysis Agent: Um agente dedicado a melhorar a precisão semântica do código, permitindo ajustes incrementais baseados em requisitos do usuário.

QEC Decoder Generation Agent: Utiliza decodificadores de códigos de superfície (surface codes) para prever e reduzir o ruído quântico, garantindo a geração de código tolerante a falhas.

Iterative Multi-Pass Optimizer: Uma estratégia de otimização que utiliza rastros de erro para corrigir falhas sistematicamente sem precisar regenerar todo o programa.

Prompt Engineering Techniques: Implementação de técnicas de inferência avançadas como Chain-of-Thought (CoT), Structured Chain-of-Thought (SCoT) e Retrieval-Augmented Generation (RAG).
", Implementação/Codificação (geração e refinamento de código) e Operação/Execução (mitigação de erros em hardware real),"Controlled Experiment (Experimento Controlado).

Avaliação Comparativa de Acurácia: Comparação sistemática entre o StarCoder-7B básico e versões otimizadas com RAG e CoT, demonstrando que o CoT melhora a acurácia em até 50% para algoritmos quânticos.

Estudo de Caso de Mitigação de Erro: Demonstração prática utilizando o oráculo de Deutsch-Jozsa no hardware IBM Brisbane, onde a aplicação das correções sugeridas pelo decodificador aumentou a probabilidade do resultado esperado
.
Benchmarking em Conjuntos de Teste Diversificados: Uso de um conjunto de 47% de testes básicos, 24% intermediários e 29% avançados para validar a generalização do framework
.
Análise de Eficácia de Prompting: Dados quantitativos mostrando que o SCoT gerou um aumento de 40% na acurácia em relação ao modelo apenas com ajuste fino
.","Obsolescência Rápida de Dados: O avanço acelerado da computação quântica torna bibliotecas e algoritmos obsoletos em poucos meses, dificultando a criação de datasets de treinamento consistentes.

Ineficácia de Técnicas Tradicionais (RAG): O RAG apresentou melhorias limitadas (apenas 4%) devido à documentação desatualizada e à falta de consideração da estrutura do código nos métodos de divisão de documentos.

Dependência de Topologia no QEC: O decodificador proposto é específico para determinadas topologias de hardware, o que exige re-treinamento ineficiente para cada novo dispositivo quântico.

Falta de Exemplos Algorítmicos de Alta Qualidade: A necessidade de criar datasets maiores e mais qualitativos, possivelmente através de dados sintéticos ou curadoria manual de guias e tutoriais.",Qiskit Code Assistant: Training LLMs for generating Quantum Computing Code,,"Implementação 
Manutenção de software quântico",Experimento Controlado,"D,H",,,
28/06/2026 11:53:41,Qraft: Reverse Your Quantum Circuit and Know the Correct Program Output,Tirthak Patel e Devesh Tiwari,Qraft,"Ajudar programadores quânticos a deduzir automaticamente a saída correta do programa ao executar em máquinas NISQ propensas a erros, aproveitando a propriedade de reversibilidade dos algoritmos quânticos para estimar as probabilidades reais de saída .",Etapa 2,https://zenodo.org/records/4527305,O framework foi validado na plataforma IBM QX (utilizando tecnologia de qubits supercondutores) e é compatível com o ecossistema IBM Qiskit,"O artigo propõe um método inovador de mitigação de erro que integra:

Mecanismo de Reversão de Circuito: Automatiza a criação de um circuito ""direto + reverso"" (FRC), anexando a versão invertida das operações ao final do circuito original para restaurar o estado inicial.

Modelo de Predição baseado em EDT (Ensemble of Decision Trees): Um modelo de aprendizado de máquina otimizado via busca Bayesiana que recebe as probabilidades observadas das execuções e gera uma estimativa da saída real do programa.

Extrator de Características (Features): Coleta dados estáticos do circuito (profundidade, largura, tipos de portas) e dinâmicos (probabilidades de múltiplas execuções) para alimentar o modelo de predição.",Teste de Software e Depuração/Mitigação de Erros,"Experimento Controlado (Controlled Experiment)

Benchmarking Multiprojeto: Avaliação em seis algoritmos quânticos reais (BV, DJ, GRV, QFT, QPE, SMN) e em mais de 200 circuitos gerados aleatoriamente.

Métricas de Eficácia Comparativa: Demonstração de que a Qraft reduz o erro de estado dominante em até 30% e garante que mais de 70% dos estados tenham erro de 0%, superando as abordagens de mapeamento otimizado.

Validação de Escalabilidade: Testes em máquinas de 5 a 15 qubits (como a Melbourne), provando que o modelo pode ser treinado em circuitos pequenos para prever resultados em circuitos maiores.

Independência de Mapeamento: Evidência de que a ferramenta funciona eficazmente mesmo em mapas de circuitos não otimizados, reduzindo a dependência de acesso aos ""melhores"" qubits.","Restrições de Tempo de Coerência: Reverter circuitos muito longos pode fazer com que o tempo total de execução exceda o limite de coerência dos qubits, o que poderia degradar a qualidade dos resultados.

Gargalo de Veracidade (Ground Truth): O treinamento inicial do modelo exige o uso de simuladores clássicos para obter a saída ideal, o que é limitado pela capacidade computacional clássica (embora a técnica de treinar com circuitos menores tente mitigar isso).

Algoritmos de Erro Extremo: Em algoritmos muito profundos ou com alta perda de coerência (como o QPE), a Qraft ainda enfrenta dificuldades para eliminar completamente os erros, pois o preditor depende de dados de entrada que já estão muito ruidosos.

Custo de Execução: A abordagem requer a execução de circuitos com o dobro do tamanho original (FC + FRC), o que implica em mais recursos de computação quântica por teste.", Quantum Circuits for Dynamic Runtime Assertions in Quantum Computation,,Teste de software quântico,Experimento Controlado,"H,E",,,
28/06/2026 12:18:17,A Framework for Debugging Quantum Programs,"Damian Rovara, Lukas Burgholzer e Robert Wille",mqt-debugger (disponível como parte do ecossistema MQT),"Assistir desenvolvedores na depuração de erros em programas quânticos, permitindo a identificação da existência de falhas por meio de asserções e o diagnóstico automático de suas causas subjacentes utilizando simulação clássica .",Etapa 2,https://github.com/munich-quantum-toolkit/debugger,OpenQASM,"O artigo propõe um framework de depuração abrangente que integra as seguintes ferramentas técnicas:

Sistema de Asserções Manuais: Permite ao desenvolvedor inserir asserções de emaranhamento (assert-ent), superposição (assert-sup) e igualdade de estado (assert-eq) diretamente no código para verificar a correção em pontos específicos.

Simulador Clássico de Estado Completo: Provê acesso contínuo ao estado quântico durante a execução, contornando o teorema da não-clonagem para permitir inspeção detalhada sem colapsar o sistema.

Mecanismo de Análise de Cone de Influência (Cone of Influence): Particiona automaticamente o código para identificar quais instruções influenciam os qubits envolvidos em uma asserção que falhou, reduzindo o espaço de busca de erros.

Ferramenta de Análise de Interação: Constrói um grafo de interação entre qubits para detectar erros de conectividade, como a ausência de controles em portões que deveriam gerar emaranhamento.

Analisador de Valor de Controle (Control Value Analysis): Monitora dinamicamente portões controlados para identificar instruções que nunca são acionadas (controles sempre em zero), apontando possíveis falhas na preparação do estado.",Teste e Depuração (Debugging),"Experimento Controlado (Controlled Experiment).

Benchmarking de Redução de Código: Demonstração de que a análise de cone de influência reduziu o número de linhas a serem inspecionadas em um programa de 130 qubits (dj-130) em mais de 97%.

Teste de Injeção de Falhas Aleatórias: Realização de 100 testes com modificações aleatórias (remoção ou troca de portões) em circuitos de 13 qubits para medir a eficácia da localização de erros.

Análise de Acurácia de Diagnóstico: Evidência de que a análise de valor de controle identificou corretamente a localização do erro em 75,9% dos casos ocorridos no início do programa.

Validação Visual de Grafos de Interação: Uso de topologias de rede (como a topologia estelar para o Deutsch-Jozsa) para identificar visualmente a falta de interações esperadas entre qubits.","Gargalo de Simulação Clássica: O desempenho é limitado pela simulação do circuito, que sofre um crescimento exponencial do espaço de estados conforme o número de qubits aumenta.

Degradação de Eficácia em Circuitos Aleatórios: Em circuitos densos ou aleatórios, a conectividade total faz com que o cone de influência abranja quase todo o código, reduzindo o benefício da partição (redução de apenas 4% no benchmark random-13).

Incerteza em Circuitos Profundos: A análise de diagnóstico torna-se inconclusiva em circuitos muito profundos onde o estado do sistema se torna excessivamente desordenado devido à natureza estocástica ou profundidade do circuito.

Dependência de Colocação Manual: A eficácia do framework ainda depende da expertise do desenvolvedor para colocar asserções em locais estratégicos, o que continua sendo uma tarefa manual demorada.

Rigidez no Modelo de Interação: O modelo atual não permite que interações sejam ""canceladas"" sem o reset dos qubits, o que pode gerar falsos positivos em análises de interação em circuitos complexos.", Quantum Circuits for Dynamic Runtime Assertions in Quantum Computation,Automatically Refining Assertions for,Teste de software quântico,Experimento Controlado,"E,L",,,
28/06/2026 13:03:43,CHARTER: Identifying the Most-Critical Gate Operations in Quantum Circuits via Amplified Gate Reversibility.,"Tirthak Patel, Daniel Silver e Devesh Tiwari.",CHARTER, Identificar e quantificar a criticidade de portas lógicas e regiões específicas dentro de um programa quântico que são mais afetadas pelo ruído do hardware e que possuem o maior impacto no erro da saída final .,Etapa 2,https://zenodo.org/records/6875324,"O ferramenta foi implementada em Python utilizando o SDK IBM Qiskit e validado em computadores quânticos reais da IBM, especificamente o ibm_lagos (7 qubits) e o ibmq_guadalupe (16 qubits)","Mecanismo de Reversão de Portas (Gate-Level Reversal): Aproveita a propriedade de reversibilidade quântica para aplicar um ""par reverso"" (porta original + sua inversa) a cada porta do circuito, permitindo medir o impacto individual de cada operação sem alterar a funcionalidade matemática.

Técnica de Múltiplas Reversões (Multiple-Reversal Technique): Amplifica o erro de uma porta específica ao aplicar o par de reversão cinco vezes consecutivas, o que aumenta a confiança estatística na identificação de componentes de alto impacto em hardware ruidoso.

Otimizador de Custo de Execução: Identifica e elimina a necessidade de testar portas virtuais (como a porta RZ), reduzindo o overhead de execução em até 40%.

Estratégia de Mitigação por Serialização Seletiva: Uma técnica que, após identificar as portas de maior impacto (frequentemente causadas por crosstalk), aplica barreiras para executar essas operações de forma serial, reduzindo o erro de saída em até 7 pontos percentuais.
"," A fase de Teste de Software, Depuração (Debugging)","Benchmarking Diversificado: Avaliação em 9 algoritmos clássicos da literatura (HLF, QFT, QAOA, VQE, somadores, multiplicadores e modelos de simulação de materiais).

Análise de Correlação Estatística: Uso da correlação de Pearson para validar que o método de reversão em hardware real produz resultados consistentes com simulações ideais, provando a escalabilidade da técnica.

Estudo de Caso de Sensibilidade ao Input: Demonstração detalhada de como diferentes entradas (hamming weights) alteram drasticamente quais portas se tornam críticas dentro do mesmo circuito.

Comparação entre Topologias: Validação da eficácia da ferramenta em diferentes arquiteturas de hardware (T-shape vs. line), provando que a análise é agnóstica à topologia específica.","Falha das Suposições Convencionais: O artigo revela que, ao contrário do que se assume, os erros nem sempre são piores no final do circuito (devido à decoerência) e portas de um único qubit podem ter um impacto maior do que portas de dois qubits em certos contextos.

Complexidade do Crosstalk: A modelagem de interações ruidosas entre qubits vizinhos é extremamente difícil de simular e varia de programa para programa, tornando necessária a análise em tempo de execução no hardware real.

Escalabilidade da Simulação: A dependência atual de simulações clássicas para validar novas técnicas é um gargalo, pois estas não escalam para circuitos de grande porte.

Insuficiência de Modelos de Calibração Simples: Mostra que caracterizar qubits apenas por taxas de erro isoladas (calibração padrão) é incompleto, pois a criticidade de uma porta depende fortemente de sua posição e das operações vizinhas.", Quantum Circuits for Dynamic Runtime Assertions in Quantum Computation,,Teste de software quântico,Experimento Controlado,"H,E",,,
28/06/2026 14:17:43,Shaking Up Quantum Simulators with Fuzzing and Rigour,"Vasileios Klimis, Avner Bensoussan, Elena Chachkarova, Karine Even-Mendoza, Sophie Fortz e Connor Lenihan",FuzzQ,"Prover um framework que combina métodos formais (especificação em Alloy) com fuzzing estruturado para validar a correção de simuladores quânticos, superando as limitações de testes puramente aleatórios ao garantir a validade estrutural dos circuitos gerados .",Etapa 2,https://zenodo.org/records/16918102," O framework é agnóstico à plataforma por utilizar o padrão OpenQASM 3.0 . Foi avaliado extensivamente nos backends do Qiskit e Cirq (Python), com suporte demonstrado também para PennyLane","O artigo propõe um framework de teste e validação híbrido composto por:

Modelo Formal em Alloy: Utiliza uma linguagem de especificação declarativa para gerar ""sementes"" de circuitos quânticos que seguem rigorosamente as restrições físicas e sintáticas.

Gerador de Testes Baseado em Fuzzing: Implementa síntese aleatória para exploração ampla e mutação guiada para intensificar inconsistências em casos suspeitos.

Oráculo Unitary Parity Benchmark: Uma técnica inovadora de verificação cruzada que valida se os unitários de diferentes simuladores são equivalentes, independentemente de diferenças de fase global.

Módulo de Teste Estatístico: Emprega o teste de Qui-quadrado para acurácia individual e Divergência de Jensen-Shannon (JSD) para medir a consistência entre distribuições de saída de diferentes simuladores.",Teste e Depuração (Software Testing and Debugging),"Experimento Controlado (Controlled Experiment) 

Execução de Larga Escala: Teste de mais de 800.000 circuitos quânticos para avaliar desempenho, correção e sobrecarga de memória.

Análise de Cobertura de Código: Mensuração da eficácia da ferramenta em ativar caminhos de execução nas bibliotecas do Qiskit e Cirq, atingindo saturação de cobertura com circuitos de apenas 4 a 6 qubits.

Métricas de Throughput: Demonstração da eficiência da geração, alcançando uma taxa de 140 circuitos válidos por segundo.

Benchmark de Estabilidade Numérica: Estudo comparativo de como erros de arredondamento e precisão de ponto flutuante se acumulam de forma distinta em diferentes simuladores ao longo de milhares de portas.","Os autores identificam desafios fundamentais que a área ainda enfrenta:

Explosão do Espaço de Estados: O custo exponencial de memória limita a análise profunda via statevector a aproximadamente 15 qubits em hardware convencional.

Não-determinismo Quântico: A natureza probabilística exige um alto número de execuções (shots) para obter distribuições estáveis, o que gera alto custo computacional de validação.

Divergência de Implementação: Diferenças sutis em como simuladores tratam fases globais ou otimizações de transpilação podem mascarar bugs reais ou gerar falsos positivos.

Estados Mistos e Ruído: A validação atual foca em estados puros; expandir para simulações ruidosas (NISQ) aumenta a complexidade para 2 
2N , tornando os oráculos atuais computacionalmente inviáveis sem novas técnicas como tomografia de sombras clássicas.",Metamorphic Testing of the Qiskit Quantum Computing Platform.,FuzzQ Artifact: Shaking Up Quantum Simulators with Fuzzing and Rigour,Teste de software quântico,Experimento Controlado,"E,O",,,
28/06/2026 14:50:04,QEMI: A Quantum Software Stacks Testing Framework via Equivalence Modulo Inputs,"Junjie Luo, Shangzhou Xia, Fuyuan Zhang e Jianjun Zhao",QEMI (Quantum Equivalence Modulo Inputs),"Propor um framework de teste para Pilhas de Software Quântico (QSSes) baseado na técnica de Equivalência Módulo Entradas (EMI), gerando variantes de programas semanticamente equivalentes através da manipulação de código morto para detectar bugs sem a necessidade de um oráculo externo ou ""verdade fundamental"" .",Etapa 2,https://github.com/Xzore19/QEMI,"Qiskit (IBM), Q# (Microsoft) e Cirq (Google) ","O artigo propõe um framework de teste automatizado composto por:

Gerador de Programas Quânticos Aleatórios: Capaz de produzir circuitos que utilizam tanto fluxos de controle clássicos quanto quânticos, além de integrar chamadas de APIs de bibliotecas modernas.

Gerador de Variantes EMI: Uma ferramenta que aplica uma estratégia estática para inserir e remover blocos de ""código morto"" (regiões que não afetam a saída), criando versões sintaticamente diferentes mas semanticamente idênticas do programa.

Analisador de Padrões de Código Morto: Define modelos específicos (como switch_dead, while_dead e for_break) que garantem que certas instruções nunca sejam executadas, contornando a dificuldade de identificar código morto em ambientes probabilísticos quânticos.

Algoritmo de Interrupção Precoce (Early Stopping): Uma ferramenta estatística baseada na distância de Hellinger que termina a comparação de resultados assim que a equivalência é confirmada com confiança suficiente, otimizando o custo computacional de medição (shots).",A fase de Teste de Software,"Experimento Controlado (Controlled Experiment)

Descoberta de Bugs em Produção: Relato detalhado de 12 bugs (11 de travamento e 1 de inconsistência semântica) encontrados em softwares industriais maduros.

Estudo de Cobertura de Código: Comparação quantitativa demonstrando que a QEMI atinge maior cobertura de linha (14,80%) do que ferramentas de baseline como QDiff, MorphQ e QuteFuzz no ecossistema Qiskit.

Análise de Eficiência Temporal: Demonstração de que a estratégia de interrupção precoce gera um ganho de velocidade de 53,83% para 6 qubits e 72,21% para 8 qubits em comparação com métodos de orçamento fixo.

Uso de Métricas de Fidelidade: Validação da equivalência comportamental utilizando a distância de Hellinger, comprovando a robustez do oráculo diferencial proposto.","O Problema do Oráculo: A ausência de um resultado esperado confiável devido à complexidade da computação quântica.

Gargalo da Simulação Clássica: A avaliação é limitada a circuitos pequenos (até 8 qubits) devido ao custo exponencial de memória e processamento para simular estados quânticos em hardware clássico.

Escassez de Análise de Alcançabilidade: A falta de ferramentas práticas para analisar o fluxo de controle em linguagens quânticas de alto nível, limitando a identificação automática de código morto.

Incerteza em Hardware Real: Embora a técnica funcione em simuladores, o ruído e a decoerência em dispositivos reais (NISQ) podem introduzir discrepâncias que dificultam a distinção entre um bug de software e um erro físico.

Crashes Identicamente Manifestados: A estratégia de comparação falha em detectar bugs de travamento que ocorrem da mesma forma tanto no programa original quanto em sua variante EMI.",Metamorphic Testing of the Qiskit Quantum Computing Platform.,,Teste de software quântico,Experimento Controlado,"O,E",,,
28/06/2026 16:20:12,QuMuS: A scalable tool for quantum mutant testing on NISQ hardware,"Jaime Alvarado-Valiente, Javier Romero-Alvarez, Enrique Moguel, Jose Garcia-Alonso, Macario Polo, Ignacio García-Rodríguez e Juan M. Murillo",QuMuS (Quantum Mutant Scheduler),"Tornar o Teste de Mutação Quântica (QMT) viável na prática em hardware real (NISQ), automatizando a geração de mutantes e utilizando uma estratégia de agendamento por multiprogramação para agrupar e executar grandes conjuntos de mutantes simultaneamente, reduzindo significativamente o tempo e o custo de execução",Etapa 2,https://github.com/Qcraft-UEx/QuMuS,"A ferramenta é escrita em Python (>= 3.9) e suporta os sistemas operacionais Ubuntu (Linux), Microsoft Windows e macOS . Ela se integra diretamente com os provedores de nuvem IBM Quantum (via Qiskit) e Amazon Braket","O artigo propõe um framework unificado e escalável que integra:

Gerador Automático de Mutantes (QuMu): Uma aplicação web que permite definir circuitos e gerar automaticamente mutantes usando 18 operadores (focados em inicialização, troca de qubits, troca/duplicação de portas e operações de controle).

Agendador de Multiprogramação (Scheduler): Componente central que agrupa diversos mutantes em circuitos compostos para preencher a capacidade de qubits do hardware real, otimizando o uso dos recursos.

Tradutor e Executor: Mapeia instruções de simuladores (como Quirk) para formatos nativos dos provedores (Qiskit ou Braket IR) e gerencia a submissão transparente para o hardware.

Desagendador e Reconstrutor de Resultados (Unscheduler): Reverte a multiprogramação após a execução, dividindo as cadeias de bits medidas para restaurar a distribuição de probabilidade individual de cada mutante.
",Teste de Software,"Controlled Experiment (Experimento Controlado)

Validação em Hardware de Larga Escala: Execução de milhares de mutantes no processador de 127 qubits ibm_brisbane para algoritmos como somadores de 7 qubits e circuitos estocásticos de 15 qubits.

Métricas de Eficiência Operacional: Demonstração de que a ferramenta reduz o tempo e o custo de execução em mais de 90% em comparação com a execução isolada de cada mutante.

Análise Estatística de Ruído: Uso das distâncias de Hellinger e Jensen-Shannon para provar que, apesar da execução multiprogramada introduzir algum ruído, a capacidade de distinguir mutantes permanece preservada.","Os autores identificam desafios críticos impostos pela natureza do hardware NISQ:

Impacto de Cross-talk: A alta densidade de qubits ativos na multiprogramação pode causar interferência sistemática entre circuitos vizinhos, o que pode gerar falsos positivos ou negativos em testes de mutação.

Necessidade de Agendamento Inteligente: O trabalho aponta a lacuna de estratégias que evitem regiões barulhentas do chip ou minimizem operações de SWAP para reduzir o erro acumulado.

Ineficiência das Filas de Espera (Queues): O modelo atual de QaaS gera gargalos significativos para validação algorítmica, tornando ferramentas de otimização de recursos uma necessidade premente.

Sensibilidade em Circuitos Profundos: Observou-se que circuitos com maior profundidade apresentam maior divergência nos resultados, exigindo refinamentos nos oráculos de teste estatístico.
",Mutation Testing of Quantum Programs: A Case Study With Qiskit,,Teste de software quântico,Experimento Controlado,"H,L",,,
28/06/2026 17:31:58,QRev: migrating quantum code towards hybrid information systems,"Ricardo Pérez-Castillo, Luis Jiménez-Navajas e Mario Piattini",QRev,"Prover uma ferramenta de engenharia reversa que analisa programas quânticos desenvolvidos em Q# para identificar seus componentes e inter-relacionamentos, gerando modelos abstratos independentes de plataforma baseados no padrão KDM (Knowledge Discovery Metamodel) . O objetivo final é facilitar a migração de sistemas de informação clássicos e programas quânticos isolados para sistemas de informação híbridos .",Etapa 2,,A ferramenta analisa código escrito na linguagem Q# e gera modelos no padrão KDM . Foi implementada como uma API REST em Java .,"O artigo propõe um ecossistema de modernização baseado em engenharia dirigida por modelos (MDE) que inclui:

Parser Q#: Analisa a sintaxe do código e constrói uma Árvore de Sintaxe Abstrata (AST).

Gerador KDM: Inspeciona a AST e mapeia os nós para elementos padronizados do KDM, permitindo uma representação agnóstica de tecnologia.

Mecanismo de Extensão KDM: Define uma ""família de extensão"" (estereótipos) para representar conceitos puramente quânticos (como qubits, gates e medidas) que não existem nativamente no padrão KDM clássico.

Framework de Modernização (Modernization Model): Baseia-se no modelo ""ferradura"" (horseshoe), integrando engenharia reversa, reestruturação e engenharia direta.","Manutenção, Evolução e Modernização de Software ","Case Study (Estudo de Caso)

Questões de Pesquisa: Avalia a precisão, completude e escalabilidade da ferramenta (RQ1 e RQ2).

Lógica de Ligação e Critérios: Utiliza métricas de recuperação de informação, como Precisão (94%), Recall (89%) e F-measure (92%) para validar os modelos gerados.

Contexto Real: Aplicado a algoritmos conhecidos (Teleportação, Bernstein-Vazirani, Deutsch-Jozsa) provenientes de repositórios oficiais.

Análise de Desempenho: Inclui uma análise de regressão linear para demonstrar que o tempo de processamento cresce de forma escalável em relação ao tamanho do código (LOC).","Instabilidade da Sintaxe: As linguagens quânticas como o Q# ainda não estão maduras e sua sintaxe muda continuamente, exigindo atualizações frequentes no parser.

Suporte Incompleto a Operações: A ferramenta atual não reconhece todos os blocos de construção específicos do Q# (ex: MresetZ, ApplyToEach), o que afeta o recall da ferramenta.

Lacuna na Engenharia Direta (Forward Engineering): Existe uma falta de geradores automáticos que transformem modelos de alta abstração (como UML) de volta em código quântico.

Dificuldade de Integração de Bibliotecas: O estudo excluiu bibliotecas externas complexas (como as de Química ou Matemática), indicando que a análise de programas muito especializados ainda é um desafio.

Complexidade de Sistemas Híbridos: Gerenciar relacionamentos e regras de negócio que residem tanto na parte clássica quanto na quântica de forma integrada em modelos abstratos é uma tarefa complexa.",Code generation for classical-quantum software systems modeled in UML,,Manutenção de software quântico,Estudo de Caso,"D,L",,,
28/06/2026 18:42:58,Unqomp: Synthesizing Uncomputation in Quantum Circuits,"Anouk Paradis, Benjamin Bichsel, Samuel Steffen e Martin Vechev",Unqomp,"Sintetizar automaticamente o processo de descomputação (uncomputation) em circuitos quânticos, permitindo que valores temporários (ancillae) sejam resetados para o estado zero antes de serem descartados, evitando efeitos colaterais de emaranhamento e mantendo a modularidade e eficiência do código",Etapa 2,https://github.com/eth-sri/Unqomp/tree/pldi2021,"O framework foi projetado para ser integrado a linguagens baseadas em circuitos como Qiskit, Cirq, Q# e Quipper . A implementação de referência (Qiskit++) foi validada utilizando o ecossistema Qiskit (Python) .","O artigo propõe um framework de síntese e otimização que integra:

Procedimento Unqomp: Um algoritmo para a síntese automática de descomputação baseada na inversão de portas qfree.

Representação de Grafos de Circuito: Uma formalização interna que abstrai ordenações de portas irrelevantes para permitir reordenações semânticas que facilitam a descomputação.

Estratégia de Alocação de Ancilla: Um mecanismo baseado em varredura linear (linear scan) para reutilizar qubits cujos tempos de vida não se sobrepõem, reduzindo a largura do circuito.

Módulo de Otimização de Portas: Substitui automaticamente portas CCX por portas de Margolus mais eficientes quando estas são pareadas com sua descomputação.

Qiskit++: Uma extensão da linguagem Qiskit que permite a anotação de qubits auxiliares para gerenciamento automático pelo compilador.",Implementação/Codificação e Otimização de Software ,"Controlled Experiment (Experimento Controlado)

Benchmarking Algorítmico: Avaliação em 10 algoritmos quânticos comuns, como Grover, Deutsch-Jozsa e somadores.

Métricas de Eficiência de Código: Demonstração de que o Unqomp reduz o comprimento do código em 19% em média.

Melhoria de Performance de Hardware: Redução média de 71% no número de portas e 19% no número de qubits em comparação com a descomputação manual no Qiskit.","Impossibilidade Física (Non-qfree): A descomputação é matematicamente impossível para portas que não são qfree (como a porta Hadamard) pois elas misturam estados de base, o que gera erro na ferramenta.

Dependências Cíclicas: A inserção de descomputação pode criar ciclos de dependência no grafo do circuito, impedindo a síntese automática em certos fluxos de dados.

Critérios Conservadores: O Unqomp pode rejeitar programas onde a descomputação seria teoricamente possível (como aplicar Hadamard duas vezes) devido à rigidez de suas regras de verificação.

Gargalo de Hardware NISQ: O benefício da redução de profundidade do circuito é crucial, mas a ferramenta ainda enfrenta desafios em lidar com mudanças temporárias de controles em portas complexas (MCX).

Trade-off de Recursos: Em alguns casos, a redução no número de portas pode vir acompanhada de um aumento no número de qubits utilizados devido ao momento em que a descomputação é agendada.",Analyzing Quantum Programs with LintQ: A Static Analysis Framework for Qiskit,,Implementação de software quântico,Experimento Controlado,"H,B,E",,,
28/06/2026 19:25:38,Fuzzing-Based Differential Testing For Quantum Simulators,"Daniel Blackwell, Justyna Petke, Yazhuo Cao e Avner Bensoussan",,Validar a correção e consistência de simuladores quânticos através da geração automatizada de programas quânticos sintaticamente válidos (via fuzzing baseado em gramática) e da comparação de seus resultados para identificar comportamentos divergentes ou falhas .,Etapa 2,https://github.com/GloC99/fuzzingQuantumSimulator," O framework gera programas no padrão OpenQASM 3 e foi testado nos simuladores Braket (Amazon), Qiskit (IBM) e Quantastica .","O artigo propõe um pipeline de teste automatizado que integra:

Grammar-aware Fuzzer (baseado em AFL++): Um gerador de casos de teste que utiliza uma gramática JSON adaptada do OpenQASM 3 para criar mutações sintaticamente corretas.

Fuzzing Harness: Um componente que orquestra a execução sequencial dos programas gerados em múltiplos simuladores e coleta os vetores de estado resultantes.

Oráculo Diferencial (Jensen-Shannon Divergence): Uma métrica estatística aplicada para comparar distribuições de probabilidade de saída e detectar erros semânticos de forma determinística.

Servidor Node JS para Interoperabilidade: Uma ferramenta criada para permitir que simuladores baseados em JavaScript (como Quantastica) sejam testados dentro do harness em Python.

Instrumentação Seletiva (python-afl): Um mecanismo para medir a cobertura de código dos simuladores, otimizado para reduzir o impacto no tempo de execução durante o fuzzing.",Teste de Software ,"Experimento Controlado (Controlled Experiment).

Execução Massiva de Testes: Realização de mais de 400.000 execuções de programas quânticos únicos durante uma campanha de 106 horas.

Descoberta de Bugs de Produção: Identificação de falhas críticas de memória (BRAKET2), erros na biblioteca padrão de portas (QISKIT1) e bugs de processamento de identificadores (QUANT1).

Benchmarking de Cobertura: Uso de 382 sementes do MQTBench, minimizadas para 22 casos de teste que exercitam todas as arestas funcionais descobertas pelo fuzzer.

Validação de Eficácia do Oráculo: Demonstração de que o teste diferencial permitiu detectar bugs que passariam despercebidos se cada simulador fosse testado isoladamente sem um oráculo conhecido.","Divergência entre Sintaxe e Semântica: Embora o fuzzer gere programas gramaticalmente corretos, muitos falham na execução devido a restrições semânticas que a ferramenta ainda não mapeia totalmente.

Alto Custo de Runtime: O overhead da instrumentação e o tempo natural de simulação (0,5s por programa) tornam o processo de fuzzing lento em comparação com softwares clássicos.

Inconsistência de Suporte a Especificações: Versões incompletas ou futuras da especificação OpenQASM 3 nos simuladores forçaram a remoção de várias instruções da gramática de teste.

Complexidade de Tradução: A necessidade de exportar circuitos entre diferentes versões de QASM (v3 para v2) para testar certos simuladores pode introduzir erros externos ao objeto de teste.

Limitação de Feedback de Cobertura: O uso de simuladores externos via servidor web impede que o fuzzer utilize feedback de cobertura para guiar a busca por bugs nesses componentes específicos.
",Quantum Concolic Testing,,Teste de software quântico,Experimento Controlado,"L,E,D",,,
